Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal_Price,Price_Date
1443,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1350,1350,1350,08-May-16
1444,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1285,1285,1285,08-May-15
1445,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1450,1450,1450,07-May-18
1446,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1400,1400,1400,07-May-17
1447,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1350,1350,1350,07-May-16
1448,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1450,1450,1450,06-May-18
1449,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1400,1400,1400,06-May-17
1450,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1625,1625,1625,05-May-20
1451,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1450,1450,1450,05-May-18
1452,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1400,1400,1400,05-May-17
1453,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1350,1350,1350,05-May-16
1454,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1625,1625,1625,04-May-20
1455,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1400,1400,1400,04-May-17
1456,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1285,1285,1285,04-May-15
1457,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1100,1100,1100,04-May-13
1458,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1400,1400,1400,03-May-17
1459,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1350,1350,1350,03-May-16
1460,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1285,1285,1285,03-May-15
1461,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1625,1625,1625,02-May-20
1462,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1450,1450,1450,02-May-18
1463,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1400,1400,1400,02-May-17
1464,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1285,1285,1285,02-May-15
1465,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1525,1525,1525,01-May-19
1466,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1450,1450,1450,01-May-18
1467,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1400,1400,1400,01-May-17
1468,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1285,1285,1285,01-May-15
1469,Bhatinda,Sangat,Wheat,Other,FAQ,1525,1525,1525,30-Apr-19
1470,Bhatinda,Sangat,Wheat,Other,FAQ,1450,1450,1450,30-Apr-18
1471,Bhatinda,Sangat,Wheat,Other,FAQ,1350,1355,1350,30-Apr-16
1472,Bhatinda,Sangat,Wheat,Other,FAQ,1285,1285,1285,30-Apr-15
1473,Bhatinda,Sangat,Wheat,Other,FAQ,1120,1125,1120,30-Apr-14
1474,Bhatinda,Sangat,Wheat,Other,FAQ,1100,1105,1100,30-Apr-13
1475,Bhatinda,Sangat,Wheat,Other,FAQ,1625,1625,1625,29-Apr-20
1476,Bhatinda,Sangat,Wheat,Other,FAQ,1525,1525,1525,29-Apr-19
1477,Bhatinda,Sangat,Wheat,Other,FAQ,1450,1450,1450,29-Apr-18
1478,Bhatinda,Sangat,Wheat,Kanak,FAQ,1400,1405,1400,29-Apr-17
1479,Bhatinda,Sangat,Wheat,Other,FAQ,1350,1355,1350,29-Apr-16
1480,Bhatinda,Sangat,Wheat,Other,FAQ,1285,1285,1285,29-Apr-15
1481,Bhatinda,Sangat,Wheat,Other,FAQ,1120,1125,1120,29-Apr-14
1482,Bhatinda,Sangat,Wheat,Other,FAQ,1100,1105,1100,29-Apr-13
1483,Bhatinda,Sangat,Wheat,Other,FAQ,1625,1625,1625,28-Apr-20
1484,Bhatinda,Sangat,Wheat,Other,FAQ,1525,1525,1525,28-Apr-19
1485,Bhatinda,Sangat,Wheat,Other,FAQ,1450,1450,1450,28-Apr-18
1486,Bhatinda,Sangat,Wheat,Kanak,FAQ,1400,1405,1400,28-Apr-17
1487,Bhatinda,Sangat,Wheat,Other,FAQ,1285,1285,1285,28-Apr-15
1488,Bhatinda,Sangat,Wheat,Other,FAQ,1120,1125,1120,28-Apr-14
1489,Bhatinda,Sangat,Wheat,Other,FAQ,1100,1105,1100,28-Apr-13
1490,Bhatinda,Sangat,Wheat,Other,FAQ,1625,1625,1625,27-Apr-20
1491,Bhatinda,Sangat,Wheat,Other,FAQ,1525,1525,1525,27-Apr-19
1492,Bhatinda,Sangat,Wheat,Other,FAQ,1450,1450,1450,27-Apr-18
1493,Bhatinda,Sangat,Wheat,Kanak,FAQ,1400,1405,1400,27-Apr-17
1494,Bhatinda,Sangat,Wheat,Other,FAQ,1285,1285,1285,27-Apr-15
1495,Bhatinda,Sangat,Wheat,Other,FAQ,1120,1125,1120,27-Apr-14
1496,Bhatinda,Sangat,Wheat,Other,FAQ,1100,1105,1100,27-Apr-13
1497,Bhatinda,Sangat,Wheat,Other,FAQ,1625,1625,1625,26-Apr-20
1498,Bhatinda,Sangat,Wheat,Other,FAQ,1525,1525,1525,26-Apr-19
1499,Bhatinda,Sangat,Wheat,Other,FAQ,1450,1450,1450,26-Apr-18
1500,Bhatinda,Sangat,Wheat,Kanak,FAQ,1400,1405,1400,26-Apr-17
1501,Bhatinda,Sangat,Wheat,Other,FAQ,1285,1285,1285,26-Apr-15
1502,Bhatinda,Sangat,Wheat,Other,FAQ,1120,1125,1120,26-Apr-14
1503,Bhatinda,Sangat,Wheat,Other,FAQ,1100,1105,1100,26-Apr-13
1504,Bhatinda,Sangat,Wheat,Other,FAQ,1625,1625,1625,25-Apr-20
1505,Bhatinda,Sangat,Wheat,Other,FAQ,1525,1525,1525,25-Apr-19
1506,Bhatinda,Sangat,Wheat,Kanak,FAQ,1400,1405,1400,25-Apr-17
1507,Bhatinda,Sangat,Wheat,Other,FAQ,1285,1285,1285,25-Apr-15
1508,Bhatinda,Sangat,Wheat,Other,FAQ,1120,1125,1120,25-Apr-14
1509,Bhatinda,Sangat,Wheat,Other,FAQ,1100,1105,1100,25-Apr-13
1510,Bhatinda,Sangat,Wheat,Other,FAQ,1625,1625,1625,24-Apr-20
1511,Bhatinda,Sangat,Wheat,Other,FAQ,1525,1525,1525,24-Apr-19
1512,Bhatinda,Sangat,Wheat,Kanak,FAQ,1400,1405,1400,24-Apr-17
1513,Bhatinda,Sangat,Wheat,Other,FAQ,1350,1355,1350,24-Apr-16
1514,Bhatinda,Sangat,Wheat,Other,FAQ,1285,1285,1285,24-Apr-15
1515,Bhatinda,Sangat,Wheat,Other,FAQ,1120,1125,1120,24-Apr-14
1516,Bhatinda,Sangat,Wheat,Other,FAQ,1100,1100,1100,24-Apr-13
1517,Bhatinda,Sangat,Wheat,Kanak,FAQ,1400,1405,1400,23-May-17
1518,Bhatinda,Sangat,Wheat,Other,FAQ,1625,1625,1625,23-Apr-20
1519,Bhatinda,Sangat,Wheat,Other,FAQ,1525,1525,1525,23-Apr-19
1520,Bhatinda,Sangat,Wheat,Other,FAQ,1450,1450,1450,23-Apr-18
1521,Bhatinda,Sangat,Wheat,Kanak,FAQ,1400,1405,1400,23-Apr-17
1522,Bhatinda,Sangat,Wheat,Other,FAQ,1350,1355,1350,23-Apr-16
1523,Bhatinda,Sangat,Wheat,Other,FAQ,1120,1125,1120,23-Apr-14
1524,Bhatinda,Sangat,Wheat,Other,FAQ,1100,1100,1100,23-Apr-13
1525,Bhatinda,Sangat,Wheat,Kanak,FAQ,1400,1405,1400,22-May-17
1526,Bhatinda,Sangat,Wheat,Other,FAQ,1120,1125,1120,22-May-14
1527,Bhatinda,Sangat,Wheat,Other,FAQ,1625,1625,1625,22-Apr-20
1528,Bhatinda,Sangat,Wheat,Other,FAQ,1525,1525,1525,22-Apr-19
1529,Bhatinda,Sangat,Wheat,Other,FAQ,1450,1450,1450,22-Apr-18
1530,Bhatinda,Sangat,Wheat,Kanak,FAQ,1400,1405,1400,22-Apr-17
1531,Bhatinda,Sangat,Wheat,Other,FAQ,1350,1355,1350,22-Apr-16
1532,Bhatinda,Sangat,Wheat,Other,FAQ,1285,1285,1285,22-Apr-15
1533,Bhatinda,Sangat,Wheat,Other,FAQ,1120,1125,1120,22-Apr-14
1534,Bhatinda,Sangat,Wheat,Other,FAQ,1100,1100,1100,22-Apr-13
1535,Bhatinda,Sangat,Wheat,Other,FAQ,1450,1450,1450,21-May-18
1536,Bhatinda,Sangat,Wheat,Kanak,FAQ,1400,1405,1400,21-May-17
1537,Bhatinda,Sangat,Wheat,Other,FAQ,1350,1350,1350,21-May-16
1538,Bhatinda,Sangat,Wheat,Other,FAQ,1285,1285,1285,21-May-15
1539,Bhatinda,Sangat,Wheat,Other,FAQ,1120,1125,1120,21-May-14
1540,Bhatinda,Sangat,Wheat,Other,FAQ,1625,1625,1625,21-Apr-20
1541,Bhatinda,Sangat,Wheat,Other,FAQ,1525,1525,1525,21-Apr-19
1542,Bhatinda,Sangat,Wheat,Other,FAQ,1450,1450,1450,21-Apr-18
1543,Bhatinda,Sangat,Wheat,Kanak,FAQ,1400,1405,1400,21-Apr-17
1544,Bhatinda,Sangat,Wheat,Other,FAQ,1350,1355,1350,21-Apr-16
1545,Bhatinda,Sangat,Wheat,Other,FAQ,1285,1285,1285,21-Apr-15
1546,Bhatinda,Sangat,Wheat,Other,FAQ,1120,1125,1120,21-Apr-14
1547,Bhatinda,Sangat,Wheat,Other,FAQ,1100,1105,1100,21-Apr-13
1548,Bhatinda,Sangat,Wheat,Other,FAQ,1450,1450,1450,20-May-18
1549,Bhatinda,Sangat,Wheat,Kanak,FAQ,1405,1405,1405,20-May-17
1550,Bhatinda,Sangat,Wheat,Other,FAQ,1120,1125,1120,20-May-14
1551,Bhatinda,Sangat,Wheat,Other,FAQ,1625,1625,1625,20-Apr-20
1552,Bhatinda,Sangat,Wheat,Other,FAQ,1525,1525,1525,20-Apr-19
1553,Bhatinda,Sangat,Wheat,Other,FAQ,1450,1450,1450,20-Apr-18
1554,Bhatinda,Sangat,Wheat,Kanak,FAQ,1400,1405,1400,20-Apr-17
1555,Bhatinda,Sangat,Wheat,Other,FAQ,1285,1285,1285,20-Apr-15
1556,Bhatinda,Sangat,Wheat,Other,FAQ,1120,1125,1120,20-Apr-14
1557,Bhatinda,Sangat,Wheat,Other,FAQ,1100,1105,1100,20-Apr-13
1558,Bhatinda,Sangat,Wheat,Kanak,FAQ,1405,1405,1405,19-May-17
1559,Bhatinda,Sangat,Wheat,Other,FAQ,1120,1120,1120,19-May-14
1560,Bhatinda,Sangat,Wheat,Other,FAQ,1625,1625,1625,19-Apr-20
1561,Bhatinda,Sangat,Wheat,Other,FAQ,1525,1525,1525,19-Apr-19
1562,Bhatinda,Sangat,Wheat,Other,FAQ,1450,1450,1450,19-Apr-18
1563,Bhatinda,Sangat,Wheat,Kanak,FAQ,1400,1405,1400,19-Apr-17
1564,Bhatinda,Sangat,Wheat,Other,FAQ,1350,1355,1350,19-Apr-16
1565,Bhatinda,Sangat,Wheat,Other,FAQ,1120,1125,1120,19-Apr-14
1566,Bhatinda,Sangat,Wheat,Other,FAQ,1100,1105,1100,19-Apr-13
1567,Bhatinda,Sangat,Wheat,Other,FAQ,1450,1450,1450,18-May-18
1568,Bhatinda,Sangat,Wheat,Kanak,FAQ,1405,1405,1405,18-May-17
1569,Bhatinda,Sangat,Wheat,Other,FAQ,1400,1405,1400,18-May-17
1570,Bhatinda,Sangat,Wheat,Other,FAQ,1285,1285,1285,18-May-15
1571,Bhatinda,Sangat,Wheat,Other,FAQ,1120,1125,1120,18-May-14
1572,Bhatinda,Sangat,Wheat,Other,FAQ,1625,1625,1625,18-Apr-20
1573,Bhatinda,Sangat,Wheat,Other,FAQ,1525,1525,1525,18-Apr-19
1574,Bhatinda,Sangat,Wheat,Other,FAQ,1120,1125,1120,18-Apr-14
1575,Bhatinda,Sangat,Wheat,Other,FAQ,1100,1105,1100,18-Apr-13
1576,Bhatinda,Sangat,Wheat,Other,FAQ,1285,1285,1285,17-May-15
1577,Bhatinda,Sangat,Wheat,Other,FAQ,1120,1125,1120,17-May-14
1578,Bhatinda,Sangat,Wheat,Other,FAQ,1625,1625,1625,17-Apr-20
1579,Bhatinda,Sangat,Wheat,Other,FAQ,1525,1525,1525,17-Apr-19
1580,Bhatinda,Sangat,Wheat,Other,FAQ,1350,1350,1350,17-Apr-16
1581,Bhatinda,Sangat,Wheat,Other,FAQ,1120,1125,1120,17-Apr-14
1582,Bhatinda,Sangat,Wheat,Other,FAQ,1100,1100,1100,17-Apr-13
1583,Bhatinda,Sangat,Wheat,Other,FAQ,1525,1525,1525,16-May-19
1584,Bhatinda,Sangat,Wheat,Other,FAQ,1450,1450,1450,16-May-18
1585,Bhatinda,Sangat,Wheat,Kanak,FAQ,1400,1405,1400,16-May-17
1586,Bhatinda,Sangat,Wheat,Other,FAQ,1400,1405,1400,16-May-17
1587,Bhatinda,Sangat,Wheat,Other,FAQ,1350,1355,1350,16-May-16
1588,Bhatinda,Sangat,Wheat,Other,FAQ,1285,1285,1285,16-May-15
1589,Bhatinda,Sangat,Wheat,Other,FAQ,1625,1625,1625,16-Apr-20
1590,Bhatinda,Sangat,Wheat,Other,FAQ,1525,1525,1525,16-Apr-19
1591,Bhatinda,Sangat,Wheat,Other,FAQ,1120,1125,1120,16-Apr-14
1592,Bhatinda,Sangat,Wheat,Other,FAQ,1100,1100,1100,16-Apr-13
1593,Bhatinda,Sangat,Wheat,Other,FAQ,1450,1450,1450,15-May-18
1594,Bhatinda,Sangat,Wheat,Kanak,FAQ,1400,1405,1400,15-May-17
1595,Bhatinda,Sangat,Wheat,Other,FAQ,1400,1405,1400,15-May-17
1596,Bhatinda,Sangat,Wheat,Other,FAQ,1285,1285,1285,15-May-15
1597,Bhatinda,Sangat,Wheat,Other,FAQ,1120,1125,1120,15-May-14
1598,Bhatinda,Sangat,Wheat,Other,FAQ,1625,1625,1625,15-Apr-20
1599,Bhatinda,Sangat,Wheat,Other,FAQ,1525,1525,1525,15-Apr-19
1600,Bhatinda,Sangat,Wheat,Other,FAQ,1120,1125,1120,15-Apr-14
1601,Bhatinda,Sangat,Wheat,Other,FAQ,1100,1100,1100,15-Apr-13
1602,Bhatinda,Sangat,Wheat,Other,FAQ,1450,1450,1450,14-May-18
1603,Bhatinda,Sangat,Wheat,Kanak,FAQ,1400,1405,1400,14-May-17
1604,Bhatinda,Sangat,Wheat,Other,FAQ,1400,1405,1400,14-May-17
1605,Bhatinda,Sangat,Wheat,Other,FAQ,1350,1350,1350,14-May-16
1606,Bhatinda,Sangat,Wheat,Other,FAQ,1285,1285,1285,14-May-15
1607,Bhatinda,Sangat,Wheat,Other,FAQ,1120,1125,1120,14-May-14
1608,Bhatinda,Sangat,Wheat,Other,FAQ,1410,1410,1410,14-Jul-17
1609,Bhatinda,Sangat,Wheat,Other,FAQ,1625,1625,1625,14-Apr-20
1610,Bhatinda,Sangat,Wheat,Other,FAQ,1525,1525,1525,14-Apr-19
1611,Bhatinda,Sangat,Wheat,Other,FAQ,1100,1100,1100,14-Apr-13
1612,Bhatinda,Sangat,Wheat,Other,FAQ,1450,1450,1450,13-May-18
1613,Bhatinda,Sangat,Wheat,Kanak,FAQ,1400,1405,1400,13-May-17
1614,Bhatinda,Sangat,Wheat,Other,FAQ,1400,1405,1400,13-May-17
1615,Bhatinda,Sangat,Wheat,Other,FAQ,1285,1285,1285,13-May-15
1616,Bhatinda,Sangat,Wheat,Other,FAQ,1120,1125,1120,13-May-14
1617,Bhatinda,Sangat,Wheat,Other,FAQ,1625,1625,1625,13-Apr-20
1618,Bhatinda,Sangat,Wheat,Other,FAQ,1525,1525,1525,13-Apr-19
1619,Bhatinda,Sangat,Wheat,Other,FAQ,1100,1100,1100,13-Apr-13
1620,Bhatinda,Sangat,Wheat,Other,FAQ,1625,1625,1625,12-May-20
1621,Bhatinda,Sangat,Wheat,Other,FAQ,1450,1450,1450,12-May-18
1622,Bhatinda,Sangat,Wheat,Kanak,FAQ,1400,1405,1400,12-May-17
1623,Bhatinda,Sangat,Wheat,Other,FAQ,1400,1405,1400,12-May-17
1624,Bhatinda,Sangat,Wheat,Other,FAQ,1355,1355,1355,12-May-16
1625,Bhatinda,Sangat,Wheat,Other,FAQ,1285,1285,1285,12-May-15
1626,Bhatinda,Sangat,Wheat,Other,FAQ,1120,1125,1120,12-May-14
1627,Bhatinda,Sangat,Wheat,Other,FAQ,1625,1625,1625,12-Apr-20
1628,Bhatinda,Sangat,Wheat,Other,FAQ,1100,1100,1100,12-Apr-13
1629,Bhatinda,Sangat,Wheat,Other,FAQ,1625,1625,1625,11-May-20
1630,Bhatinda,Sangat,Wheat,Other,FAQ,1450,1450,1450,11-May-18
1631,Bhatinda,Sangat,Wheat,Kanak,FAQ,1400,1405,1400,11-May-17
1632,Bhatinda,Sangat,Wheat,Other,FAQ,1400,1405,1400,11-May-17
1633,Bhatinda,Sangat,Wheat,Other,FAQ,1350,1355,1350,11-May-16
1634,Bhatinda,Sangat,Wheat,Other,FAQ,1285,1285,1285,11-May-15
1635,Bhatinda,Sangat,Wheat,Other,FAQ,1120,1125,1120,11-May-14
1636,Bhatinda,Sangat,Wheat,Other,FAQ,1525,1525,1525,11-Apr-19
1637,Bhatinda,Sangat,Wheat,Other,FAQ,1100,1100,1100,11-Apr-13
1638,Bhatinda,Sangat,Wheat,Other,FAQ,1525,1525,1525,10-May-19
1639,Bhatinda,Sangat,Wheat,Other,FAQ,1450,1450,1450,10-May-18
1640,Bhatinda,Sangat,Wheat,Kanak,FAQ,1400,1405,1400,10-May-17
1641,Bhatinda,Sangat,Wheat,Other,FAQ,1400,1405,1400,10-May-17
1642,Bhatinda,Sangat,Wheat,Other,FAQ,1350,1355,1350,10-May-16
1643,Bhatinda,Sangat,Wheat,Other,FAQ,1285,1285,1285,10-May-15
1644,Bhatinda,Sangat,Wheat,Other,FAQ,1120,1125,1120,10-May-14
1645,Bhatinda,Sangat,Wheat,Other,FAQ,1100,1100,1100,10-Apr-13
1646,Bhatinda,Sangat,Wheat,Other,FAQ,1625,1625,1625,09-May-20
1647,Bhatinda,Sangat,Wheat,Other,FAQ,1525,1525,1525,09-May-19
1648,Bhatinda,Sangat,Wheat,Other,FAQ,1450,1450,1450,09-May-18
1649,Bhatinda,Sangat,Wheat,Kanak,FAQ,1400,1405,1400,09-May-17
1650,Bhatinda,Sangat,Wheat,Other,FAQ,1400,1405,1400,09-May-17
1651,Bhatinda,Sangat,Wheat,Other,FAQ,1350,1355,1350,09-May-16
1652,Bhatinda,Sangat,Wheat,Other,FAQ,1285,1285,1285,09-May-15
1653,Bhatinda,Sangat,Wheat,Other,FAQ,1120,1125,1120,09-May-14
1654,Bhatinda,Sangat,Wheat,Other,FAQ,1450,1450,1450,08-May-18
1655,Bhatinda,Sangat,Wheat,Kanak,FAQ,1400,1405,1400,08-May-17
1656,Bhatinda,Sangat,Wheat,Other,FAQ,1400,1405,1400,08-May-17
1657,Bhatinda,Sangat,Wheat,Other,FAQ,1350,1355,1350,08-May-16
1658,Bhatinda,Sangat,Wheat,Other,FAQ,1285,1285,1285,08-May-15
1659,Bhatinda,Sangat,Wheat,Other,FAQ,1120,1125,1120,08-May-14
1660,Bhatinda,Sangat,Wheat,Other,FAQ,1525,1525,1525,07-May-19
1661,Bhatinda,Sangat,Wheat,Other,FAQ,1450,1450,1450,07-May-18
1662,Bhatinda,Sangat,Wheat,Kanak,FAQ,1400,1405,1400,07-May-17
1663,Bhatinda,Sangat,Wheat,Other,FAQ,1400,1405,1400,07-May-17
1664,Bhatinda,Sangat,Wheat,Other,FAQ,1285,1285,1285,07-May-15
1665,Bhatinda,Sangat,Wheat,Other,FAQ,1120,1125,1120,07-May-14
1666,Bhatinda,Sangat,Wheat,Other,FAQ,1625,1625,1625,06-May-20
1667,Bhatinda,Sangat,Wheat,Other,FAQ,1525,1525,1525,06-May-19
1668,Bhatinda,Sangat,Wheat,Other,FAQ,1450,1450,1450,06-May-18
1669,Bhatinda,Sangat,Wheat,Kanak,FAQ,1400,1405,1400,06-May-17
1670,Bhatinda,Sangat,Wheat,Other,FAQ,1400,1405,1400,06-May-17
1671,Bhatinda,Sangat,Wheat,Other,FAQ,1285,1285,1285,06-May-15
1672,Bhatinda,Sangat,Wheat,Other,FAQ,1120,1125,1120,06-May-14
1673,Bhatinda,Sangat,Wheat,Other,FAQ,1625,1625,1625,05-May-20
1674,Bhatinda,Sangat,Wheat,Other,FAQ,1525,1525,1525,05-May-19
1675,Bhatinda,Sangat,Wheat,Kanak,FAQ,1400,1405,1400,05-May-17
1676,Bhatinda,Sangat,Wheat,Other,FAQ,1400,1405,1400,05-May-17
1677,Bhatinda,Sangat,Wheat,Other,FAQ,1285,1285,1285,05-May-15
1678,Bhatinda,Sangat,Wheat,Other,FAQ,1120,1125,1120,05-May-14
1679,Bhatinda,Sangat,Wheat,Other,FAQ,1100,1100,1100,05-May-13
1680,Bhatinda,Sangat,Wheat,Other,FAQ,1625,1625,1625,04-May-20
1681,Bhatinda,Sangat,Wheat,Other,FAQ,1525,1525,1525,04-May-19
1682,Bhatinda,Sangat,Wheat,Other,FAQ,1450,1450,1450,04-May-18
1683,Bhatinda,Sangat,Wheat,Kanak,FAQ,1400,1405,1400,04-May-17
1684,Bhatinda,Sangat,Wheat,Other,FAQ,1285,1285,1285,04-May-15
1685,Bhatinda,Sangat,Wheat,Other,FAQ,1120,1125,1120,04-May-14
1686,Bhatinda,Sangat,Wheat,Other,FAQ,1100,1105,1105,04-May-13
1687,Bhatinda,Sangat,Wheat,Other,FAQ,1625,1625,1625,03-May-20
1688,Bhatinda,Sangat,Wheat,Other,FAQ,1525,1525,1525,03-May-19
1689,Bhatinda,Sangat,Wheat,Other,FAQ,1450,1450,1450,03-May-18
1690,Bhatinda,Sangat,Wheat,Kanak,FAQ,1400,1405,1400,03-May-17
1691,Bhatinda,Sangat,Wheat,Other,FAQ,1350,1355,1350,03-May-16
1692,Bhatinda,Sangat,Wheat,Other,FAQ,1285,1285,1285,03-May-15
1693,Bhatinda,Sangat,Wheat,Other,FAQ,1120,1125,1120,03-May-14
1694,Bhatinda,Sangat,Wheat,Other,FAQ,1100,1100,1100,03-May-13
1695,Bhatinda,Sangat,Wheat,Other,FAQ,1625,1625,1625,02-May-20
1696,Bhatinda,Sangat,Wheat,Other,FAQ,1525,1525,1525,02-May-19
1697,Bhatinda,Sangat,Wheat,Other,FAQ,1450,1450,1450,02-May-18
1698,Bhatinda,Sangat,Wheat,Kanak,FAQ,1400,1405,1400,02-May-17
1699,Bhatinda,Sangat,Wheat,Other,FAQ,1350,1350,1350,02-May-16
1700,Bhatinda,Sangat,Wheat,Other,FAQ,1285,1285,1285,02-May-15
1701,Bhatinda,Sangat,Wheat,Other,FAQ,1120,1125,1120,02-May-14
1702,Bhatinda,Sangat,Wheat,Other,FAQ,1100,1100,1100,02-May-13
1703,Bhatinda,Sangat,Wheat,Other,FAQ,1625,1625,1625,01-May-20
1704,Bhatinda,Sangat,Wheat,Other,FAQ,1525,1525,1525,01-May-19
1705,Bhatinda,Sangat,Wheat,Other,FAQ,1450,1450,1450,01-May-18
1706,Bhatinda,Sangat,Wheat,Kanak,FAQ,1400,1405,1400,01-May-17
1707,Bhatinda,Sangat,Wheat,Other,FAQ,1350,1355,1350,01-May-16
1708,Bhatinda,Sangat,Wheat,Other,FAQ,1285,1285,1285,01-May-15
1709,Bhatinda,Sangat,Wheat,Other,FAQ,1120,1125,1120,01-May-14
1710,Bhatinda,Sangat,Wheat,Other,FAQ,1100,1100,1100,01-May-13
1711,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1285,1285,1285,31-May-15
1712,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1285,1285,1285,30-May-15
1713,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1525,1525,1525,30-Apr-19
1714,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1450,1450,1450,30-Apr-18
1715,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1350,1350,1350,30-Apr-16
1716,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1100,1100,1100,30-Apr-13
1717,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1625,1625,1625,29-Apr-20
1718,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1525,1525,1525,29-Apr-19
1719,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1450,1450,1450,29-Apr-18
1720,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1100,1100,1100,29-Apr-13
1721,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1285,1285,1285,28-May-15
1722,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1525,1525,1525,28-Apr-19
1723,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1400,1400,1400,28-Apr-17
1724,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1285,1285,1285,28-Apr-15
1725,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1100,1100,1100,28-Apr-13
1726,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1625,1625,1625,27-Apr-20
1727,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1525,1525,1525,27-Apr-19
1728,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1450,1450,1450,27-Apr-18
1729,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1400,1400,1400,27-Apr-17
1730,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1350,1350,1350,27-Apr-16
1731,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1285,1285,1285,27-Apr-15
1732,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1100,1100,1100,27-Apr-13
1733,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1625,1625,1625,26-Apr-20
1734,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1400,1400,1400,26-Apr-17
1735,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1350,1350,1350,26-Apr-16
1736,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1285,1285,1285,26-Apr-15
1737,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1100,1100,1100,26-Apr-13
1738,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1625,1625,1625,25-Apr-20
1739,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1525,1525,1525,25-Apr-19
1740,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1400,1400,1400,25-Apr-17
1741,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1285,1285,1285,25-Apr-15
1742,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1625,1625,1625,24-Apr-20
1743,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1525,1525,1525,24-Apr-19
1744,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1350,1350,1350,24-Apr-16
1745,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1285,1285,1285,24-Apr-15
1746,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1100,1100,1100,24-Apr-13
